member_casual,rideable_type,ride_year,ride_month,day_of_week,hour_of_day,number_of_rides,avg_ride_duration,avg_ride_distance
casual,electric_bike,2023,Jan,Friday,16,180,9.007222222222222,1773.545955021154
casual,electric_bike,2023,Jan,Friday,17,159,8.464046121593292,1489.1529409416914
casual,electric_bike,2023,Jan,Friday,18,140,9.464761904761906,1960.718198632072
casual,electric_bike,2023,Jan,Friday,19,103,8.607281553398058,1611.799112102534
casual,electric_bike,2023,Jan,Friday,20,69,8.145410628019324,1470.0395784094185
casual,electric_bike,2023,Jan,Friday,21,63,8.814550264550265,1608.5762422586733
casual,electric_bike,2023,Jan,Friday,22,47,9.24290780141844,1689.142815586762
casual,electric_bike,2023,Jan,Friday,23,46,8.305797101449276,1768.6936942485397
casual,electric_bike,2023,Jan,Monday,0,32,17.71875,1748.5080713333318
casual,electric_bike,2023,Jan,Monday,1,15,10.753333333333334,2209.2451038430445
casual,electric_bike,2023,Jan,Monday,2,13,13.574358974358974,1844.43793867527
casual,electric_bike,2023,Jan,Monday,3,3,5.777777777777778,1855.651952562164
casual,electric_bike,2023,Jan,Monday,4,19,8.868421052631579,2519.0849334214877
casual,electric_bike,2023,Jan,Monday,5,28,6.710119047619048,1612.641894804693
casual,electric_bike,2023,Jan,Monday,6,46,6.330797101449275,1608.8194799071462
casual,electric_bike,2023,Jan,Monday,7,59,7.135875706214689,1636.3033102872482
casual,electric_bike,2023,Jan,Monday,8,100,7.154,1582.7302235637135
casual,electric_bike,2023,Jan,Monday,9,67,10.006716417910448,1689.7856262605262
casual,electric_bike,2023,Jan,Monday,10,74,8.763063063063063,1845.8221313749875
casual,electric_bike,2023,Jan,Monday,11,109,11.103058103975535,1715.7193487912687
casual,electric_bike,2023,Jan,Monday,12,138,10.884057971014492,1628.8634280964454
casual,electric_bike,2023,Jan,Monday,13,134,11.040049751243782,1601.8505461597283
casual,electric_bike,2023,Jan,Monday,14,116,11.598850574712644,1775.0901491345487
casual,electric_bike,2023,Jan,Monday,15,179,10.683426443202979,1840.9927950379993
casual,electric_bike,2023,Jan,Monday,16,210,10.363412698412699,1745.7609935608593
casual,electric_bike,2023,Jan,Monday,17,188,9.147163120567376,1806.503898656104
casual,electric_bike,2023,Jan,Monday,18,170,8.70686274509804,1621.3619922265027
casual,electric_bike,2023,Jan,Monday,19,102,7.764705882352941,1630.8099883354566
casual,electric_bike,2023,Jan,Monday,20,61,6.574863387978142,1399.657481305717
casual,electric_bike,2023,Jan,Monday,21,67,8.590298507462686,1986.6237418207481
casual,electric_bike,2023,Jan,Monday,22,53,8.176100628930818,1832.9698992550868
casual,electric_bike,2023,Jan,Monday,23,36,7.032870370370371,1743.242079330519
casual,electric_bike,2023,Jan,Saturday,0,50,7.599666666666667,1697.040817083033
casual,electric_bike,2023,Jan,Saturday,1,46,8.610144927536233,1944.7081181167293
casual,electric_bike,2023,Jan,Saturday,2,14,8.079761904761904,2328.7586774437527
casual,electric_bike,2023,Jan,Saturday,3,9,5.053703703703704,1485.1215248799283
casual,electric_bike,2023,Jan,Saturday,4,8,11.279166666666667,2594.9358547948896
casual,electric_bike,2023,Jan,Saturday,5,7,5.964285714285714,1425.3432229952234
casual,electric_bike,2023,Jan,Saturday,6,13,6.228205128205128,1662.1484919247957
casual,electric_bike,2023,Jan,Saturday,7,32,7.38125,1861.4662894456642
casual,electric_bike,2023,Jan,Saturday,8,34,6.200490196078431,1460.415705673436
casual,electric_bike,2023,Jan,Saturday,9,79,7.140506329113924,1728.705012905817
casual,electric_bike,2023,Jan,Saturday,10,90,9.636851851851851,1838.0861048537474
casual,electric_bike,2023,Jan,Saturday,11,116,10.848563218390805,1764.9245959465413
casual,electric_bike,2023,Jan,Saturday,12,100,11.248333333333333,1761.7996947807837
casual,electric_bike,2023,Jan,Saturday,13,106,10.891194968553458,1704.011498488947
casual,electric_bike,2023,Jan,Saturday,14,131,12.252544529262087,1985.4279301297365
casual,electric_bike,2023,Jan,Saturday,15,137,13.474209245742093,1921.118014821002
casual,electric_bike,2023,Jan,Saturday,16,130,12.64576923076923,1671.1648370656271
casual,electric_bike,2023,Jan,Saturday,17,87,11.825862068965517,2029.5844959362998
casual,electric_bike,2023,Jan,Saturday,18,108,11.076543209876544,1751.444959290852
casual,electric_bike,2023,Jan,Saturday,19,88,8.930681818181819,1548.1166433257233
casual,electric_bike,2023,Jan,Saturday,20,60,12.534166666666668,1689.934534036763
casual,electric_bike,2023,Jan,Saturday,21,50,10.705333333333334,1933.8908908305616
casual,electric_bike,2023,Jan,Saturday,22,50,9.472333333333333,1674.2910148638655
casual,electric_bike,2023,Jan,Saturday,23,46,6.73768115942029,1392.46375846713
casual,electric_bike,2023,Jan,Sunday,0,109,9.548470948012232,1866.0098192713149
casual,electric_bike,2023,Jan,Sunday,1,85,13.481372549019607,3126.631950750977
casual,electric_bike,2023,Jan,Sunday,2,54,10.897222222222222,1885.6664255968149
casual,electric_bike,2023,Jan,Sunday,3,11,8.716666666666667,1697.0033635520683
casual,electric_bike,2023,Jan,Sunday,4,4,7.0166666666666675,1741.6156694523843
casual,electric_bike,2023,Jan,Sunday,5,8,5.49375,1200.7019741520257
casual,electric_bike,2023,Jan,Sunday,6,16,8.95625,1811.573943579884
casual,electric_bike,2023,Jan,Sunday,7,25,6.982,2029.7791014738975
casual,electric_bike,2023,Jan,Sunday,8,31,14.19784946236559,2237.1232448365886
casual,electric_bike,2023,Jan,Sunday,9,88,8.484848484848484,1769.4961795142624
casual,electric_bike,2023,Jan,Sunday,10,107,8.349376947040499,1702.2530615596224
casual,electric_bike,2023,Jan,Sunday,11,159,11.640041928721175,1987.1314101124465
casual,electric_bike,2023,Jan,Sunday,12,129,12.064728682170543,1962.7717327933744
casual,electric_bike,2023,Jan,Sunday,13,162,16.049897119341566,2200.859165899324
casual,electric_bike,2023,Jan,Sunday,14,192,15.107725694444445,2316.912520250496
casual,electric_bike,2023,Jan,Sunday,15,155,13.914623655913978,2256.4743180190285
casual,electric_bike,2023,Jan,Sunday,16,161,13.869979296066253,2147.361674416089
casual,electric_bike,2023,Jan,Sunday,17,137,11.582481751824817,1739.5294588572683
casual,electric_bike,2023,Jan,Sunday,18,108,11.197376543209877,1624.9954755726449
casual,electric_bike,2023,Jan,Sunday,19,110,10.647575757575758,1624.7068621280039
casual,electric_bike,2023,Jan,Sunday,20,74,14.643018018018019,1754.7022100275515
casual,electric_bike,2023,Jan,Sunday,21,58,12.152011494252873,1842.5851356965404
casual,electric_bike,2023,Jan,Sunday,22,74,14.192567567567568,1485.241496387981
casual,electric_bike,2023,Jan,Sunday,23,36,15.165740740740741,2343.4488957402236
casual,electric_bike,2023,Jan,Thursday,0,25,7.88,1504.608499229327
casual,electric_bike,2023,Jan,Thursday,1,7,9.585714285714285,2789.0488609717486
casual,electric_bike,2023,Jan,Thursday,2,6,5.558333333333334,1332.0830497505763
casual,electric_bike,2023,Jan,Thursday,3,5,9.313333333333334,2674.4396042587396
casual,electric_bike,2023,Jan,Thursday,4,12,14.176388888888889,3161.5240468421357
casual,electric_bike,2023,Jan,Thursday,5,20,5.0875,1484.5659793881437
casual,electric_bike,2023,Jan,Thursday,6,72,6.350925925925926,1530.7271723173396
casual,electric_bike,2023,Jan,Thursday,7,118,7.462146892655367,1773.2298916138861
casual,electric_bike,2023,Jan,Thursday,8,151,7.637086092715232,1727.8649500410988
casual,electric_bike,2023,Jan,Thursday,9,78,7.164529914529915,1510.6260449153083
casual,electric_bike,2023,Jan,Thursday,10,56,7.473511904761905,1434.0132959375205
casual,electric_bike,2023,Jan,Thursday,11,76,11.20657894736842,1798.6662631067202
casual,electric_bike,2023,Jan,Thursday,12,88,8.265151515151516,1285.0418090179169
casual,electric_bike,2023,Jan,Thursday,13,96,7.961631944444444,1473.872139604302
casual,electric_bike,2023,Jan,Thursday,14,96,9.125347222222222,1638.652532019045
casual,electric_bike,2023,Jan,Thursday,15,138,9.847222222222221,1597.3482332044453
casual,electric_bike,2023,Jan,Thursday,16,183,9.872222222222222,1809.453619449813
casual,electric_bike,2023,Jan,Thursday,17,191,9.073734729493891,1822.2963195834204
casual,electric_bike,2023,Jan,Thursday,18,124,9.366935483870968,1790.932806596025
casual,electric_bike,2023,Jan,Thursday,19,85,9.460196078431373,1764.634298240765
casual,electric_bike,2023,Jan,Thursday,20,70,7.311190476190476,1429.3155526026312
casual,electric_bike,2023,Jan,Thursday,21,67,8.214925373134328,1686.5131426499859
casual,electric_bike,2023,Jan,Thursday,22,50,8.457333333333333,1926.7790120674847
casual,electric_bike,2023,Jan,Thursday,23,34,8.341176470588236,1486.6274600195532
casual,electric_bike,2023,Jan,Tuesday,0,19,11.2,2293.1961644889093
casual,electric_bike,2023,Jan,Tuesday,1,5,11.906666666666666,1317.1608181362913
casual,electric_bike,2023,Jan,Tuesday,2,11,8.056060606060607,3042.627537913819
casual,electric_bike,2023,Jan,Tuesday,3,4,13.454166666666667,2118.765851275806
casual,electric_bike,2023,Jan,Tuesday,4,10,8.148333333333333,2377.862137542294
casual,electric_bike,2023,Jan,Tuesday,5,25,7.902,2030.5710187473865
casual,electric_bike,2023,Jan,Tuesday,6,79,6.076371308016878,1559.4629122268013
casual,electric_bike,2023,Jan,Tuesday,7,173,7.9369942196531795,1704.7317736984485
casual,electric_bike,2023,Jan,Tuesday,8,168,7.166269841269841,1499.7269565335073
casual,electric_bike,2023,Jan,Tuesday,9,90,9.136296296296296,1969.2641698586137
casual,electric_bike,2023,Jan,Tuesday,10,49,7.4176870748299315,1412.1880108471262
casual,electric_bike,2023,Jan,Tuesday,11,116,13.52183908045977,1786.3825294511598
casual,electric_bike,2023,Jan,Tuesday,12,111,12.66951951951952,1681.4101772674437
casual,electric_bike,2023,Jan,Tuesday,13,122,10.121174863387978,1484.9685395038323
casual,electric_bike,2023,Jan,Tuesday,14,132,11.123358585858586,1745.6370980345318
casual,electric_bike,2023,Jan,Tuesday,15,171,10.16364522417154,1822.2578488729628
casual,electric_bike,2023,Jan,Tuesday,16,277,10.256016847172083,1948.8520041540337
casual,electric_bike,2023,Jan,Tuesday,17,266,8.729636591478696,1742.645272534222
casual,electric_bike,2023,Jan,Tuesday,18,198,9.129124579124579,1834.4737691085886
casual,electric_bike,2023,Jan,Tuesday,19,126,9.55568783068783,1791.3447633349572
casual,electric_bike,2023,Jan,Tuesday,20,100,8.672,1557.0441101682188
casual,electric_bike,2023,Jan,Tuesday,21,88,8.991477272727273,2008.663870854168
casual,electric_bike,2023,Jan,Tuesday,22,75,9.875777777777778,1842.8558067628503
casual,electric_bike,2023,Jan,Tuesday,23,30,8.212222222222222,1743.1892563095005
casual,electric_bike,2023,Jan,Wednesday,0,11,9.004545454545454,2232.2040272471722
casual,electric_bike,2023,Jan,Wednesday,1,6,10.95,3073.7982508678565
casual,electric_bike,2023,Jan,Wednesday,2,6,9.369444444444445,2493.682189280073
casual,electric_bike,2023,Jan,Wednesday,3,7,10.761904761904761,2097.0972216777595
casual,electric_bike,2023,Jan,Wednesday,4,14,12.678571428571429,3030.62019986962
casual,electric_bike,2023,Jan,Wednesday,5,28,7.4375,1895.8863732588006
casual,electric_bike,2023,Jan,Wednesday,6,63,6.752116402116402,1792.3391506470884
casual,electric_bike,2023,Jan,Wednesday,7,145,8.090344827586208,1929.6335085773794
casual,electric_bike,2023,Jan,Wednesday,8,164,8.059146341463414,1677.3159429648001
casual,electric_bike,2023,Jan,Wednesday,9,80,6.855833333333333,1546.8222724093043
casual,electric_bike,2023,Jan,Wednesday,10,53,9.868867924528303,1798.2793383490969
casual,electric_bike,2023,Jan,Wednesday,11,84,11.918452380952381,1741.0107090397796
casual,electric_bike,2023,Jan,Wednesday,12,90,10.183148148148147,1680.449204039029
casual,electric_bike,2023,Jan,Wednesday,13,117,9.320655270655271,1666.2572936222766
casual,electric_bike,2023,Jan,Wednesday,14,133,12.678320802005013,1780.8849667249842
casual,electric_bike,2023,Jan,Wednesday,15,147,10.727097505668935,1756.6401657719884
casual,electric_bike,2023,Jan,Wednesday,16,230,9.44927536231884,1875.7114765636911
casual,electric_bike,2023,Jan,Wednesday,17,246,9.38279132791328,1765.343485274097
casual,electric_bike,2023,Jan,Wednesday,18,150,9.202555555555556,1839.144268080389
casual,electric_bike,2023,Jan,Wednesday,19,98,8.8057823129251709,1750.6674118691117
casual,electric_bike,2023,Jan,Wednesday,20,79,9.170042194092828,1937.3729021410388
casual,electric_bike,2023,Jan,Wednesday,21,65,8.810256410256411,2020.505922179191
casual,electric_bike,2023,Jan,Wednesday,22,51,8.22843137254902,1819.0232993747716
casual,electric_bike,2023,Jan,Wednesday,23,45,7.171851851851852,1766.7189557650618
casual,electric_bike,2023,Feb,Friday,0,24,7.288194444444445,1599.5008150713015
casual,electric_bike,2023,Feb,Friday,1,5,8.013333333333334,1961.8089466751467
casual,electric_bike,2023,Feb,Friday,2,6,6.838888888888889,2123.0606962314696
casual,electric_bike,2023,Feb,Friday,3,5,9.516666666666667,1147.3752943969234
casual,electric_bike,2023,Feb,Friday,4,2,7.25,1953.0727235620773
casual,electric_bike,2023,Feb,Friday,5,19,7.518421052631579,1834.986647583841
casual,electric_bike,2023,Feb,Friday,6,35,6.75047619047619,1549.8568061197623
casual,electric_bike,2023,Feb,Friday,7,63,8.798148148148147,2141.112118168887
casual,electric_bike,2023,Feb,Friday,8,64,7.844010416666666,1652.1719909273756
casual,electric_bike,2023,Feb,Friday,9,57,7.421929824561404,1075.5328191275885
casual,electric_bike,2023,Feb,Friday,10,40,10.112083333333333,1552.0529936235334
casual,electric_bike,2023,Feb,Friday,11,65,8.835384615384616,1517.1083316753445
casual,electric_bike,2023,Feb,Friday,12,88,10.895833333333334,1559.749230346981
casual,electric_bike,2023,Feb,Friday,13,91,17.221611721611723,1506.8363108886
casual,electric_bike,2023,Feb,Friday,14,97,11.99914089347079,1801.8992650669531
casual,electric_bike,2023,Feb,Friday,15,121,12.623415977961432,1989.4120665452654
casual,electric_bike,2023,Feb,Friday,16,151,9.230573951434879,1801.7151912574484
casual,electric_bike,2023,Feb,Friday,17,147,10.29421768707483,1977.3934132300112
casual,electric_bike,2023,Feb,Friday,18,100,10.4655,1922.33092810364
casual,electric_bike,2023,Feb,Friday,19,74,10.49099099099099,1565.6821394339452
casual,electric_bike,2023,Feb,Friday,20,63,7.9526455026455025,1515.9349979445772
casual,electric_bike,2023,Feb,Friday,21,28,14.720238095238095,2534.858746757895
casual,electric_bike,2023,Feb,Friday,22,43,8.59031007751938,1669.4516624323796
casual,electric_bike,2023,Feb,Friday,23,33,8.048484848484849,1916.4295497208893
casual,electric_bike,2023,Feb,Monday,0,26,8.182051282051281,1710.436414811684
casual,electric_bike,2023,Feb,Monday,1,7,14.242857142857144,1757.9569261839824
casual,electric_bike,2023,Feb,Monday,2,8,16.191666666666666,2603.2048602977725
casual,electric_bike,2023,Feb,Monday,3,3,7.4,2136.4300951803584
casual,electric_bike,2023,Feb,Monday,4,11,8.03030303030303,2357.876114454079
casual,electric_bike,2023,Feb,Monday,5,23,7.618840579710145,2119.707850653903
casual,electric_bike,2023,Feb,Monday,6,58,7.321264367816092,1860.8739227259969
casual,electric_bike,2023,Feb,Monday,7,93,8.298745519713261,2085.1570936245826
casual,electric_bike,2023,Feb,Monday,8,96,7.498090277777778,1579.9656992423397
casual,electric_bike,2023,Feb,Monday,9,86,8.66937984496124,1705.6043530559518
casual,electric_bike,2023,Feb,Monday,10,84,10.529563492063492,1828.9297515193084
casual,electric_bike,2023,Feb,Monday,11,106,13.631446540880503,1596.556102156636
casual,electric_bike,2023,Feb,Monday,12,150,11.701777777777778,1743.8639468782726
casual,electric_bike,2023,Feb,Monday,13,175,12.470190476190476,1791.5306905076593
casual,electric_bike,2023,Feb,Monday,14,164,13.421951219512195,2190.3106156859362
casual,electric_bike,2023,Feb,Monday,15,222,12.423498498498498,1919.7267574260673
casual,electric_bike,2023,Feb,Monday,16,301,12.170210409745293,2095.138391851608
casual,electric_bike,2023,Feb,Monday,17,253,10.608168642951252,1985.4923493201652
casual,electric_bike,2023,Feb,Monday,18,187,10.772281639928698,2027.8776213884855
casual,electric_bike,2023,Feb,Monday,19,111,8.507057057057057,1963.648637300413
casual,electric_bike,2023,Feb,Monday,20,76,6.775438596491228,1687.6925218978063
casual,electric_bike,2023,Feb,Monday,21,68,9.363480392156863,2019.1395132311604
casual,electric_bike,2023,Feb,Monday,22,49,8.703061224489796,1721.5789994679355
casual,electric_bike,2023,Feb,Monday,23,41,7.3532520325203254,1764.0789911341956
casual,electric_bike,2023,Feb,Saturday,0,27,7.130246913580247,1609.8143267927037
casual,electric_bike,2023,Feb,Saturday,1,23,12.455072463768117,1343.86562464676
casual,electric_bike,2023,Feb,Saturday,2,7,4.961904761904762,933.5812899044312
casual,electric_bike,2023,Feb,Saturday,3,7,7.2595238095238095,1573.2833067388851
casual,electric_bike,2023,Feb,Saturday,4,3,21.011111111111113,2593.675709338638
casual,electric_bike,2023,Feb,Saturday,5,9,7.148148148148148,2092.9610098527237
casual,electric_bike,2023,Feb,Saturday,6,13,8.398717948717948,2030.6068173749418
casual,electric_bike,2023,Feb,Saturday,7,25,10.344,1725.1842099013024
casual,electric_bike,2023,Feb,Saturday,8,50,8.550666666666666,2116.0471992357334
casual,electric_bike,2023,Feb,Saturday,9,83,8.621887550200803,1854.5563503480585
casual,electric_bike,2023,Feb,Saturday,10,89,10.073220973782771,1812.6532706014286
casual,electric_bike,2023,Feb,Saturday,11,125,13.185066666666666,2004.1352953558305
casual,electric_bike,2023,Feb,Saturday,12,186,15.6415770609319,2040.158031333916
casual,electric_bike,2023,Feb,Saturday,13,229,15.043085880640465,1969.0101396250643
casual,electric_bike,2023,Feb,Saturday,14,248,14.902889784946236,1887.4800252359107
casual,electric_bike,2023,Feb,Saturday,15,233,15.14077253218884,2108.8830307361404
casual,electric_bike,2023,Feb,Saturday,16,226,16.451106194690265,1834.8318262732653
casual,electric_bike,2023,Feb,Saturday,17,197,15.190101522842639,2094.1298505491764
casual,electric_bike,2023,Feb,Saturday,18,183,13.610837887067396,1851.4839922518267
casual,electric_bike,2023,Feb,Saturday,19,99,16.165488215488217,1611.1018806757904
casual,electric_bike,2023,Feb,Saturday,20,63,14.317460317460318,1654.1301539109393
casual,electric_bike,2023,Feb,Saturday,21,64,9.835677083333334,1703.9434291200685
casual,electric_bike,2023,Feb,Saturday,22,71,9.406572769953051,1708.7454005657748
casual,electric_bike,2023,Feb,Saturday,23,88,13.946780303030303,1547.0698206484308
casual,electric_bike,2023,Feb,Sunday,0,64,12.94375,2297.5698759016814
casual,electric_bike,2023,Feb,Sunday,1,27,9.590123456790124,1957.9091533825988
casual,electric_bike,2023,Feb,Sunday,2,46,17.83695652173913,1292.609011390913
casual,electric_bike,2023,Feb,Sunday,3,8,4.975,1174.1699490443964
casual,electric_bike,2023,Feb,Sunday,4,5,8.953333333333333,1318.2263864527217
casual,electric_bike,2023,Feb,Sunday,5,15,8.647777777777778,2099.823302391764
casual,electric_bike,2023,Feb,Sunday,6,21,14.807142857142857,2525.053177529537
casual,electric_bike,2023,Feb,Sunday,7,33,7.0606060606060606,1687.531103052903
casual,electric_bike,2023,Feb,Sunday,8,39,12.679487179487179,2205.0769458947116
casual,electric_bike,2023,Feb,Sunday,9,102,11.406045751633988,2044.8145436271855
casual,electric_bike,2023,Feb,Sunday,10,154,14.324891774891775,2049.1560855993503
casual,electric_bike,2023,Feb,Sunday,11,228,14.610233918128655,2356.8553315649992
casual,electric_bike,2023,Feb,Sunday,12,252,15.305555555555555,2212.2099947420397
casual,electric_bike,2023,Feb,Sunday,13,316,20.542352320675107,2305.541713903195
casual,electric_bike,2023,Feb,Sunday,14,361,16.801385041551246,2150.323313052159
casual,electric_bike,2023,Feb,Sunday,15,354,19.91638418079096,2128.195869854977
casual,electric_bike,2023,Feb,Sunday,16,336,17.15372023809524,2274.3213073435345
casual,electric_bike,2023,Feb,Sunday,17,226,14.860914454277287,2088.7848259954317
casual,electric_bike,2023,Feb,Sunday,18,135,10.311358024691359,1761.5700254198375
casual,electric_bike,2023,Feb,Sunday,19,91,11.25,1892.2742991134653
casual,electric_bike,2023,Feb,Sunday,20,60,11.180555555555555,1535.4236879322061
casual,electric_bike,2023,Feb,Sunday,21,125,12.700133333333333,2052.0862807692342
casual,electric_bike,2023,Feb,Sunday,22,76,8.312061403508771,2041.5126161822543
casual,electric_bike,2023,Feb,Sunday,23,27,8.032716049382715,1825.7146348674687
casual,electric_bike,2023,Feb,Thursday,0,11,7.118181818181818,1664.3866121435224
casual,electric_bike,2023,Feb,Thursday,1,5,16.953333333333333,3713.9024364466163
casual,electric_bike,2023,Feb,Thursday,2,9,5.753703703703704,1398.2359624075636
casual,electric_bike,2023,Feb,Thursday,3,7,7.228571428571429,2403.6763876964883
casual,electric_bike,2023,Feb,Thursday,4,8,11.427083333333334,3421.1997826614056
casual,electric_bike,2023,Feb,Thursday,5,22,6.432575757575758,1717.8021864774046
casual,electric_bike,2023,Feb,Thursday,6,56,6.442857142857143,1704.3218071141468
casual,electric_bike,2023,Feb,Thursday,7,90,8.405,1795.6851661710837
casual,electric_bike,2023,Feb,Thursday,8,126,7.2251322751322755,1507.0996691284124
casual,electric_bike,2023,Feb,Thursday,9,82,7.742479674796748,1677.3304768869195
casual,electric_bike,2023,Feb,Thursday,10,44,8.55340909090909,1586.3969260883816
casual,electric_bike,2023,Feb,Thursday,11,50,8.285333333333334,1590.8922777121493
casual,electric_bike,2023,Feb,Thursday,12,53,9.083018867924528,1421.8542852690061
casual,electric_bike,2023,Feb,Thursday,13,64,8.5859375,1532.8851945203592
casual,electric_bike,2023,Feb,Thursday,14,77,9.522943722943722,1970.518102545607
casual,electric_bike,2023,Feb,Thursday,15,101,8.585478547854786,1760.9769380093016
casual,electric_bike,2023,Feb,Thursday,16,142,8.771596244131455,1816.3141182408513
casual,electric_bike,2023,Feb,Thursday,17,172,9.760562015503876,2021.3399757495042
casual,electric_bike,2023,Feb,Thursday,18,100,8.924666666666667,1605.9038644440307
casual,electric_bike,2023,Feb,Thursday,19,62,10.565591397849463,1868.0666596439758
casual,electric_bike,2023,Feb,Thursday,20,55,8.456363636363637,1485.7465053703859
casual,electric_bike,2023,Feb,Thursday,21,33,8.584848484848484,1614.151943711015
casual,electric_bike,2023,Feb,Thursday,22,33,8.212121212121213,1555.6870360290382
casual,electric_bike,2023,Feb,Thursday,23,28,6.103571428571429,1287.6907417294708
casual,electric_bike,2023,Feb,Tuesday,0,18,10.503703703703705,2073.7757907366836
casual,electric_bike,2023,Feb,Tuesday,1,9,7.405555555555555,1718.1094047663128
casual,electric_bike,2023,Feb,Tuesday,2,6,9.244444444444445,3116.434794489665
casual,electric_bike,2023,Feb,Tuesday,3,6,6.894444444444445,2094.227144899312
casual,electric_bike,2023,Feb,Tuesday,4,10,10.151666666666667,2531.1842605438455
casual,electric_bike,2023,Feb,Tuesday,5,28,7.014285714285714,1721.541056306322
casual,electric_bike,2023,Feb,Tuesday,6,95,7.4070175438596495,1799.2430435039043
casual,electric_bike,2023,Feb,Tuesday,7,156,7.933333333333334,1985.8768593467137
casual,electric_bike,2023,Feb,Tuesday,8,213,7.457981220657277,1593.0254365102799
casual,electric_bike,2023,Feb,Tuesday,9,106,8.69748427672956,1582.453075028878
casual,electric_bike,2023,Feb,Tuesday,10,83,8.506425702811246,1567.0385400355876
casual,electric_bike,2023,Feb,Tuesday,11,111,10.367267267267268,1792.8803486104093
casual,electric_bike,2023,Feb,Tuesday,12,143,11.695687645687645,1648.7097747489875
casual,electric_bike,2023,Feb,Tuesday,13,127,12.413385826771654,1829.6508486651358
casual,electric_bike,2023,Feb,Tuesday,14,147,11.697392290249432,1871.6991466990407
casual,electric_bike,2023,Feb,Tuesday,15,222,9.654504504504505,1906.3134705041716
casual,electric_bike,2023,Feb,Tuesday,16,264,8.72209595959596,1761.8992239491483
casual,electric_bike,2023,Feb,Tuesday,17,311,8.927652733118972,1860.4010409744458
casual,electric_bike,2023,Feb,Tuesday,18,179,9.273091247672253,1807.4538930250337
casual,electric_bike,2023,Feb,Tuesday,19,104,8.125160256410256,1580.1208875844663
casual,electric_bike,2023,Feb,Tuesday,20,76,8.313157894736841,1721.7833492600116
casual,electric_bike,2023,Feb,Tuesday,21,72,7.790046296296296,1624.8326770875685
casual,electric_bike,2023,Feb,Tuesday,22,51,9.61437908496732,1644.6226761059706
casual,electric_bike,2023,Feb,Tuesday,23,23,7.946376811594203,1748.3010799699148
casual,electric_bike,2023,Feb,Wednesday,0,9,5.268518518518519,1345.9429480406732
casual,electric_bike,2023,Feb,Wednesday,1,5,11.466666666666667,3398.3821452151706
casual,electric_bike,2023,Feb,Wednesday,2,6,5.852777777777778,2080.171747597981
casual,electric_bike,2023,Feb,Wednesday,3,4,8.741666666666667,2541.7889310914957
casual,electric_bike,2023,Feb,Wednesday,4,10,8.418333333333333,2387.2357307695743
casual,electric_bike,2023,Feb,Wednesday,5,31,7.463440860215054,2064.3294955716515
casual,electric_bike,2023,Feb,Wednesday,6,71,7.155868544600939,1780.4358920706054
casual,electric_bike,2023,Feb,Wednesday,7,135,7.349753086419753,1755.818231741061
casual,electric_bike,2023,Feb,Wednesday,8,127,7.122047244094488,1605.0068789380234
casual,electric_bike,2023,Feb,Wednesday,9,63,6.003439153439153,1215.972486157174
casual,electric_bike,2023,Feb,Wednesday,10,65,9.88923076923077,1691.3718174968562
casual,electric_bike,2023,Feb,Wednesday,11,62,10.686290322580644,1876.1478092668551
casual,electric_bike,2023,Feb,Wednesday,12,76,9.382894736842106,1666.4615487747394
casual,electric_bike,2023,Feb,Wednesday,13,62,10.08279569892473,1763.765913008305
casual,electric_bike,2023,Feb,Wednesday,14,92,9.169021739130434,1725.2068176296395
casual,electric_bike,2023,Feb,Wednesday,15,108,10.424691358024692,1615.8357128494933
casual,electric_bike,2023,Feb,Wednesday,16,177,8.006026365348399,1651.0769879528848
casual,electric_bike,2023,Feb,Wednesday,17,164,8.94380081300813,1823.723693359933
casual,electric_bike,2023,Feb,Wednesday,18,116,7.648706896551724,1592.5625002977747
casual,electric_bike,2023,Feb,Wednesday,19,98,8.277891156462585,1678.3894008168731
casual,electric_bike,2023,Feb,Wednesday,20,55,8.722424242424243,1802.00712208779
casual,electric_bike,2023,Feb,Wednesday,21,62,7.350537634408602,1692.5593360806813
casual,electric_bike,2023,Feb,Wednesday,22,44,8.715151515151515,1773.3478966849855
casual,electric_bike,2023,Feb,Wednesday,23,26,7.930128205128205,1844.167954833548
casual,electric_bike,2023,Mar,Friday,0,43,12.373643410852713,1408.405194386081
casual,electric_bike,2023,Mar,Friday,1,34,8.808333333333334,2237.32637071396
casual,electric_bike,2023,Mar,Friday,2,16,7.301041666666666,1743.6930222083033
casual,electric_bike,2023,Mar,Friday,3,11,8.360606060606061,2221.6712751785794
casual,electric_bike,2023,Mar,Friday,4,7,12.230952380952381,2132.1054127381894
casual,electric_bike,2023,Mar,Friday,5,32,6.903125,1916.3505882602417
casual,electric_bike,2023,Mar,Friday,6,84,6.880357142857143,1726.5897478210507
casual,electric_bike,2023,Mar,Friday,7,148,7.881193693693694,1819.816970430557
casual,electric_bike,2023,Mar,Friday,8,165,8.215757575757575,1809.5166441595402
casual,electric_bike,2023,Mar,Friday,9,136,9.712377450980393,1744.870299190112
casual,electric_bike,2023,Mar,Friday,10,136,11.584681372549019,1782.0634986692123
casual,electric_bike,2023,Mar,Friday,11,190,10.512017543859649,1774.7432823491965
casual,electric_bike,2023,Mar,Friday,12,249,11.337215528781794,1839.998437912833
casual,electric_bike,2023,Mar,Friday,13,261,12.97522349936143,1999.5085358903543
casual,electric_bike,2023,Mar,Friday,14,307,14.41672095548317,2098.4012934380617
