member_casual,rideable_type,ride_year,ride_month,day_of_week,hour_of_day,number_of_rides,avg_ride_duration,avg_ride_distance
casual,docked_bike,2023,Feb,Monday,17,24,34.90555555555556,2745.636707687078
casual,docked_bike,2023,Feb,Monday,18,12,47.015277777777776,2428.842402248355
casual,docked_bike,2023,Feb,Monday,19,11,21.348484848484848,1999.1955791156945
casual,docked_bike,2023,Feb,Monday,20,9,14.112962962962962,1574.6726179511393
casual,docked_bike,2023,Feb,Monday,21,6,25.316666666666666,1857.1635901073387
casual,docked_bike,2023,Feb,Monday,22,2,43.025,1169.5481885936329
casual,docked_bike,2023,Feb,Monday,23,1,20.033333333333335,4820.208957738453
casual,docked_bike,2023,Feb,Saturday,0,2,13.191666666666666,2287.6268747389786
casual,docked_bike,2023,Feb,Saturday,1,4,17.195833333333333,3434.0818167467287
casual,docked_bike,2023,Feb,Saturday,2,3,19.522222222222222,2534.4903223413944
casual,docked_bike,2023,Feb,Saturday,3,1,11.866666666666667,2188.708044086971
casual,docked_bike,2023,Feb,Saturday,4,1,13.683333333333334,1469.2542001954516
casual,docked_bike,2023,Feb,Saturday,5,1,23.25,4090.785385496231
casual,docked_bike,2023,Feb,Saturday,7,4,18.016666666666666,1820.9084114794514
casual,docked_bike,2023,Feb,Saturday,8,3,23.97222222222222,1451.4636027165789
casual,docked_bike,2023,Feb,Saturday,9,6,33.75,1399.796501241593
casual,docked_bike,2023,Feb,Saturday,10,9,68.38888888888889,2422.3181631018338
casual,docked_bike,2023,Feb,Saturday,11,16,36.802083333333336,2347.3231211368343
casual,docked_bike,2023,Feb,Saturday,12,28,45.81071428571428,1749.671748702227
casual,docked_bike,2023,Feb,Saturday,13,35,63.48142857142857,1798.7751415549756
casual,docked_bike,2023,Feb,Saturday,14,33,35.49292929292929,2437.6773382458864
casual,docked_bike,2023,Feb,Saturday,15,39,38.5534188034188,2154.4881413064413
casual,docked_bike,2023,Feb,Saturday,16,66,32.80353535353535,2072.95208633951
casual,docked_bike,2023,Feb,Saturday,17,21,18.00079365079365,1453.7993224718741
casual,docked_bike,2023,Feb,Saturday,18,33,32.51060606060606,1829.7204639824124
casual,docked_bike,2023,Feb,Saturday,19,14,33.36190476190476,1019.5954542617168
casual,docked_bike,2023,Feb,Saturday,20,13,72.38974358974359,2166.6181725460383
casual,docked_bike,2023,Feb,Saturday,21,5,28.05,2063.8759062498043
casual,docked_bike,2023,Feb,Saturday,22,6,12.2,2141.5691445701937
casual,docked_bike,2023,Feb,Saturday,23,5,28.453333333333333,2116.1177655340603
casual,docked_bike,2023,Feb,Sunday,0,12,26.279166666666665,2523.6357642189087
casual,docked_bike,2023,Feb,Sunday,1,4,11.8,1493.4637274997544
casual,docked_bike,2023,Feb,Sunday,2,8,33.37291666666667,2925.8522261110897
casual,docked_bike,2023,Feb,Sunday,3,4,18.9125,3640.61202466085
casual,docked_bike,2023,Feb,Sunday,4,2,24.383333333333333,3733.4766735554967
casual,docked_bike,2023,Feb,Sunday,5,3,16.194444444444446,2890.863191976659
casual,docked_bike,2023,Feb,Sunday,6,1,9.766666666666667,1588.609539624951
casual,docked_bike,2023,Feb,Sunday,7,1,100.95,390.7577976535335
casual,docked_bike,2023,Feb,Sunday,8,3,23.772222222222222,2622.082189144283
casual,docked_bike,2023,Feb,Sunday,9,12,37.43472222222222,1754.5618332892848
casual,docked_bike,2023,Feb,Sunday,10,17,56.52745098039215,2093.449549103
casual,docked_bike,2023,Feb,Sunday,11,40,66.05791666666667,3000.4249391510893
casual,docked_bike,2023,Feb,Sunday,12,64,48.31692708333333,2880.997286883826
casual,docked_bike,2023,Feb,Sunday,13,78,44.67628205128205,2412.914696738575
casual,docked_bike,2023,Feb,Sunday,14,72,42.97662037037037,3233.551041105145
casual,docked_bike,2023,Feb,Sunday,15,79,39.687763713080166,2709.480783395949
casual,docked_bike,2023,Feb,Sunday,16,66,37.70050505050505,3235.0665562204654
casual,docked_bike,2023,Feb,Sunday,17,41,53.99105691056911,2341.9550641192095
casual,docked_bike,2023,Feb,Sunday,18,26,77.37884615384615,1556.714938178623
casual,docked_bike,2023,Feb,Sunday,19,14,120.75119047619049,2006.8763993833602
casual,docked_bike,2023,Feb,Sunday,20,11,38.48787878787879,2180.1341304895673
casual,docked_bike,2023,Feb,Sunday,21,19,14.990350877192983,1503.3610491052084
casual,docked_bike,2023,Feb,Sunday,22,4,15.429166666666667,2317.493709166391
casual,docked_bike,2023,Feb,Sunday,23,3,15.305555555555555,2462.586139180917
casual,docked_bike,2023,Feb,Thursday,0,3,15.505555555555556,2452.8407761067742
casual,docked_bike,2023,Feb,Thursday,1,3,20.37777777777778,2429.4278488460227
casual,docked_bike,2023,Feb,Thursday,2,2,226.60833333333335,1567.0296309837413
casual,docked_bike,2023,Feb,Thursday,5,2,7.816666666666666,1303.6878679838649
casual,docked_bike,2023,Feb,Thursday,6,1,10.483333333333333,1662.8694565362032
casual,docked_bike,2023,Feb,Thursday,7,3,10.338888888888889,2663.1576535622776
casual,docked_bike,2023,Feb,Thursday,8,5,12.903333333333334,1990.355302058459
casual,docked_bike,2023,Feb,Thursday,9,3,18.816666666666666,1728.616264724633
casual,docked_bike,2023,Feb,Thursday,10,3,24.383333333333333,4187.241571406551
casual,docked_bike,2023,Feb,Thursday,11,3,17.633333333333333,1994.8070421554655
casual,docked_bike,2023,Feb,Thursday,12,5,53.943333333333335,1617.7391907190254
casual,docked_bike,2023,Feb,Thursday,13,7,25.664285714285715,1382.2511943062107
casual,docked_bike,2023,Feb,Thursday,14,4,16.90416666666667,2175.4527303922496
casual,docked_bike,2023,Feb,Thursday,15,10,42.665,1642.4347895687506
casual,docked_bike,2023,Feb,Thursday,16,6,40.43333333333334,3820.476872743039
casual,docked_bike,2023,Feb,Thursday,17,19,46.51315789473684,2348.12722243187
casual,docked_bike,2023,Feb,Thursday,18,2,11.65,2445.107157750688
casual,docked_bike,2023,Feb,Thursday,19,5,449.5866666666667,997.3545379985418
casual,docked_bike,2023,Feb,Thursday,20,7,27.795238095238094,2238.577579845215
casual,docked_bike,2023,Feb,Thursday,21,4,12.383333333333333,960.7965744241434
casual,docked_bike,2023,Feb,Thursday,22,2,20.799999999999997,624.8489945570736
casual,docked_bike,2023,Feb,Thursday,23,1,6.733333333333333,1673.2248731996515
casual,docked_bike,2023,Feb,Tuesday,0,5,10.626666666666667,2100.044372826709
casual,docked_bike,2023,Feb,Tuesday,1,3,18.3,3881.9596264200127
casual,docked_bike,2023,Feb,Tuesday,2,2,5.275,1206.4207422440659
casual,docked_bike,2023,Feb,Tuesday,5,1,13.55,1860.9259457961307
casual,docked_bike,2023,Feb,Tuesday,6,2,10.75,1621.8381927283845
casual,docked_bike,2023,Feb,Tuesday,7,5,49.019999999999996,3183.2102714769376
casual,docked_bike,2023,Feb,Tuesday,8,8,17.247916666666665,2914.308621537821
casual,docked_bike,2023,Feb,Tuesday,9,7,16.557142857142857,2762.7775236712296
casual,docked_bike,2023,Feb,Tuesday,10,14,38.50238095238095,2771.195430387671
casual,docked_bike,2023,Feb,Tuesday,11,14,26.476190476190478,2382.7259552343703
casual,docked_bike,2023,Feb,Tuesday,12,27,40.50370370370371,1855.748882569468
casual,docked_bike,2023,Feb,Tuesday,13,21,31.556349206349207,1894.7096549124851
casual,docked_bike,2023,Feb,Tuesday,14,13,24.41923076923077,2920.0558617801935
casual,docked_bike,2023,Feb,Tuesday,15,26,23.31217948717949,2340.652574520854
casual,docked_bike,2023,Feb,Tuesday,16,18,20.267592592592592,2544.3204222960208
casual,docked_bike,2023,Feb,Tuesday,17,16,34.16354166666667,1874.566328375695
casual,docked_bike,2023,Feb,Tuesday,18,16,34.4125,1812.379155113719
casual,docked_bike,2023,Feb,Tuesday,19,8,22.68958333333333,2089.284584737259
casual,docked_bike,2023,Feb,Tuesday,20,8,16.145833333333332,1478.2455676429834
casual,docked_bike,2023,Feb,Tuesday,21,7,14.85952380952381,1631.019636040831
casual,docked_bike,2023,Feb,Tuesday,22,3,15.183333333333334,2801.510360649032
casual,docked_bike,2023,Feb,Tuesday,23,2,14.466666666666665,1119.6143579077457
casual,docked_bike,2023,Feb,Wednesday,1,2,12.125,1755.4546841159445
casual,docked_bike,2023,Feb,Wednesday,2,1,13.466666666666667,1936.2797623641138
casual,docked_bike,2023,Feb,Wednesday,3,1,24.033333333333335,5027.662866663965
casual,docked_bike,2023,Feb,Wednesday,6,1,6.833333333333333,1207.6965097997238
casual,docked_bike,2023,Feb,Wednesday,7,6,66.44166666666666,3101.5710503439946
casual,docked_bike,2023,Feb,Wednesday,8,8,17.6375,2556.2653939792713
casual,docked_bike,2023,Feb,Wednesday,9,6,34.458333333333336,2124.273733330265
casual,docked_bike,2023,Feb,Wednesday,10,6,37.6,1795.3276493630078
casual,docked_bike,2023,Feb,Wednesday,11,10,41.483333333333334,2092.060463133901
casual,docked_bike,2023,Feb,Wednesday,12,11,102.32121212121213,3077.991000930805
casual,docked_bike,2023,Feb,Wednesday,13,9,34.77962962962963,2158.6073219009195
casual,docked_bike,2023,Feb,Wednesday,14,5,31.196666666666665,1699.9514634275463
casual,docked_bike,2023,Feb,Wednesday,15,6,52.638888888888886,999.8786601727888
casual,docked_bike,2023,Feb,Wednesday,16,14,26.441666666666666,1762.1729210308001
casual,docked_bike,2023,Feb,Wednesday,17,17,22.473529411764705,2458.1368108600404
casual,docked_bike,2023,Feb,Wednesday,18,11,14.693939393939393,1366.9572040676128
casual,docked_bike,2023,Feb,Wednesday,19,4,21.35,1605.9013253932978
casual,docked_bike,2023,Feb,Wednesday,20,3,6.733333333333333,1232.1012430717342
casual,docked_bike,2023,Feb,Wednesday,21,7,25.702380952380953,2165.5961405273715
casual,docked_bike,2023,Feb,Wednesday,22,1,24.25,1580.0101778534859
casual,docked_bike,2023,Feb,Wednesday,23,2,10.858333333333334,2141.228511417706
casual,docked_bike,2023,Mar,Friday,0,6,12.261111111111111,1402.038630807726
casual,docked_bike,2023,Mar,Friday,1,3,10.805555555555555,1740.9159608790699
casual,docked_bike,2023,Mar,Friday,2,3,7.138888888888889,1256.3330865853827
casual,docked_bike,2023,Mar,Friday,3,2,20.333333333333332,857.2492757637935
casual,docked_bike,2023,Mar,Friday,5,1,114.4,4217.652567406379
casual,docked_bike,2023,Mar,Friday,6,2,346.125,4244.5897078694525
casual,docked_bike,2023,Mar,Friday,7,3,6.916666666666667,1571.1515145879057
casual,docked_bike,2023,Mar,Friday,8,6,42.02777777777778,2172.7194011517313
casual,docked_bike,2023,Mar,Friday,9,13,57.33589743589744,1883.8827338154383
casual,docked_bike,2023,Mar,Friday,10,16,33.655208333333334,3441.1127684525686
casual,docked_bike,2023,Mar,Friday,11,20,32.44166666666666,2414.1098286230713
casual,docked_bike,2023,Mar,Friday,12,37,62.58063063063063,1903.9682591023427
casual,docked_bike,2023,Mar,Friday,13,41,32.478455284552844,1461.6605352130898
casual,docked_bike,2023,Mar,Friday,14,34,52.120588235294115,2762.2812639668646
casual,docked_bike,2023,Mar,Friday,15,47,38.962765957446805,2690.1217440476235
casual,docked_bike,2023,Mar,Friday,16,40,29.01625,2114.0692354831303
casual,docked_bike,2023,Mar,Friday,17,34,26.228431372549018,2265.998616684702
casual,docked_bike,2023,Mar,Friday,18,12,35.9,2197.9724974792753
casual,docked_bike,2023,Mar,Friday,19,19,29.86578947368421,2525.75112621596
casual,docked_bike,2023,Mar,Friday,20,12,17.440277777777776,2231.889423351448
casual,docked_bike,2023,Mar,Friday,21,6,8.033333333333333,1142.8235963616794
casual,docked_bike,2023,Mar,Friday,22,6,184.1138888888889,2477.063728032151
casual,docked_bike,2023,Mar,Friday,23,8,33.17916666666667,1594.1386792515962
casual,docked_bike,2023,Mar,Monday,0,4,46.00416666666667,2750.372098516862
casual,docked_bike,2023,Mar,Monday,1,3,22.22222222222222,1847.0523788422067
casual,docked_bike,2023,Mar,Monday,2,1,162.26666666666668,5154.691331369507
casual,docked_bike,2023,Mar,Monday,5,2,17.241666666666667,4884.9975790948265
casual,docked_bike,2023,Mar,Monday,6,1,11.733333333333333,3103.917308005913
casual,docked_bike,2023,Mar,Monday,7,5,93.12666666666667,2274.83553700156
casual,docked_bike,2023,Mar,Monday,8,7,16.616666666666667,1687.0276703318846
casual,docked_bike,2023,Mar,Monday,9,11,42.78787878787879,3088.59534995711
casual,docked_bike,2023,Mar,Monday,10,6,15.583333333333332,2163.1896974478254
casual,docked_bike,2023,Mar,Monday,11,20,121.52583333333334,3071.732011213892
casual,docked_bike,2023,Mar,Monday,12,16,36.9625,3369.6932535665255
casual,docked_bike,2023,Mar,Monday,13,12,40.86666666666667,2948.5392503376256
casual,docked_bike,2023,Mar,Monday,14,27,20.47962962962963,1888.5554546309183
casual,docked_bike,2023,Mar,Monday,15,35,20.46,1893.3019622610964
casual,docked_bike,2023,Mar,Monday,16,18,39.85648148148148,1410.111669638185
casual,docked_bike,2023,Mar,Monday,17,33,49.23686868686869,2825.245962777836
casual,docked_bike,2023,Mar,Monday,18,18,27.153703703703705,2774.7527949246596
casual,docked_bike,2023,Mar,Monday,19,12,31.891666666666666,1707.2186510926028
casual,docked_bike,2023,Mar,Monday,20,10,15.115,1932.0976539354733
casual,docked_bike,2023,Mar,Monday,21,4,11.8625,1868.4784125293277
casual,docked_bike,2023,Mar,Monday,22,4,13.7625,1176.163535397999
casual,docked_bike,2023,Mar,Monday,23,2,9.708333333333334,1957.9268244150066
casual,docked_bike,2023,Mar,Saturday,0,3,9.31111111111111,2027.854915628318
casual,docked_bike,2023,Mar,Saturday,1,3,5.777777777777778,1118.6181634805796
casual,docked_bike,2023,Mar,Saturday,2,2,27.65833333333333,890.5759374612437
casual,docked_bike,2023,Mar,Saturday,3,2,16.09166666666667,1737.7690742849231
casual,docked_bike,2023,Mar,Saturday,6,1,6.316666666666666,972.2887766265354
casual,docked_bike,2023,Mar,Saturday,7,3,11.483333333333333,2299.2350838052675
casual,docked_bike,2023,Mar,Saturday,8,2,183.44166666666666,1114.9891449128493
casual,docked_bike,2023,Mar,Saturday,9,21,29.884920634920636,3005.7485966247455
casual,docked_bike,2023,Mar,Saturday,10,23,19.88478260869565,1752.5848751423332
casual,docked_bike,2023,Mar,Saturday,11,28,49.81488095238095,2219.3367411981853
casual,docked_bike,2023,Mar,Saturday,12,49,36.13503401360544,1589.2037770004356
casual,docked_bike,2023,Mar,Saturday,13,41,33.12723577235772,2325.0627644202136
casual,docked_bike,2023,Mar,Saturday,14,48,30.23923611111111,2287.4232500428147
casual,docked_bike,2023,Mar,Saturday,15,50,20.768,2126.8210214436467
casual,docked_bike,2023,Mar,Saturday,16,32,85.85312499999999,1752.6924075287882
casual,docked_bike,2023,Mar,Saturday,17,26,40.76923076923077,2121.7596344405893
casual,docked_bike,2023,Mar,Saturday,18,8,26.872916666666665,2860.954332869027
casual,docked_bike,2023,Mar,Saturday,19,14,18.816666666666666,2300.370315154779
casual,docked_bike,2023,Mar,Saturday,20,12,16.23611111111111,1868.0935053256815
casual,docked_bike,2023,Mar,Saturday,21,6,22.833333333333332,3031.223755248257
casual,docked_bike,2023,Mar,Saturday,22,12,16.454166666666666,2443.2108524292976
casual,docked_bike,2023,Mar,Saturday,23,10,38.01166666666666,1503.438739706311
casual,docked_bike,2023,Mar,Sunday,0,5,20.576666666666668,1919.3125135663117
casual,docked_bike,2023,Mar,Sunday,1,3,8.205555555555556,1164.3211535599385
casual,docked_bike,2023,Mar,Sunday,2,7,12.69047619047619,1848.087383948585
casual,docked_bike,2023,Mar,Sunday,3,3,14.338888888888889,2365.965254076686
casual,docked_bike,2023,Mar,Sunday,4,2,30.9,5432.4049369033055
casual,docked_bike,2023,Mar,Sunday,5,1,6.466666666666667,1560.4722156517769
casual,docked_bike,2023,Mar,Sunday,6,1,16.816666666666666,3104.3238457333173
casual,docked_bike,2023,Mar,Sunday,7,10,28.855,1898.237206497706
casual,docked_bike,2023,Mar,Sunday,8,6,17.355555555555554,2848.9670800136373
casual,docked_bike,2023,Mar,Sunday,9,19,37.069298245614036,2410.140160255622
casual,docked_bike,2023,Mar,Sunday,10,30,33.300555555555555,1914.7569498225937
casual,docked_bike,2023,Mar,Sunday,11,26,37.93653846153846,2562.0700307135426
casual,docked_bike,2023,Mar,Sunday,12,31,52.70215053763441,2458.3203535610046
casual,docked_bike,2023,Mar,Sunday,13,59,37.847457627118644,2799.765025550836
casual,docked_bike,2023,Mar,Sunday,14,64,101.009375,2179.210493389768
casual,docked_bike,2023,Mar,Sunday,15,47,43.775886524822695,3025.1404749840763
casual,docked_bike,2023,Mar,Sunday,16,27,24.593827160493827,2178.424258900452
casual,docked_bike,2023,Mar,Sunday,17,22,34.21363636363636,1679.7660301803319
casual,docked_bike,2023,Mar,Sunday,18,10,24.703333333333333,2777.514897602249
casual,docked_bike,2023,Mar,Sunday,19,12,37.61666666666667,1610.7300509170454
casual,docked_bike,2023,Mar,Sunday,20,6,18.31111111111111,2146.398077603711
casual,docked_bike,2023,Mar,Sunday,21,5,13.58,2027.0582259171238
casual,docked_bike,2023,Mar,Sunday,22,3,11.144444444444444,896.243238022078
casual,docked_bike,2023,Mar,Thursday,0,4,15.658333333333333,2843.54208146603
casual,docked_bike,2023,Mar,Thursday,1,5,16.669999999999998,3231.7355641601816
casual,docked_bike,2023,Mar,Thursday,2,1,18.083333333333332,3478.889363599764
casual,docked_bike,2023,Mar,Thursday,4,2,12.125,1889.1181412104404
casual,docked_bike,2023,Mar,Thursday,6,2,8.7,1396.8291457113428
casual,docked_bike,2023,Mar,Thursday,7,1,6.6,620.4888275822361
casual,docked_bike,2023,Mar,Thursday,8,10,23.345,2403.738573907898
casual,docked_bike,2023,Mar,Thursday,9,10,24.401666666666667,2401.6138509614957
casual,docked_bike,2023,Mar,Thursday,10,24,22.215972222222224,2687.9549995137613
casual,docked_bike,2023,Mar,Thursday,11,15,30.10333333333333,3532.056641503411
casual,docked_bike,2023,Mar,Thursday,12,16,44.58958333333334,1538.8431555862649
casual,docked_bike,2023,Mar,Thursday,13,25,16.534,1871.5715044567653
casual,docked_bike,2023,Mar,Thursday,14,19,34.540350877192985,1719.6489617965221
casual,docked_bike,2023,Mar,Thursday,15,22,65.23787878787878,1653.6603135044097
casual,docked_bike,2023,Mar,Thursday,16,35,33.23428571428571,2260.9423736300996
casual,docked_bike,2023,Mar,Thursday,17,37,28.502702702702702,2892.3186114670834
casual,docked_bike,2023,Mar,Thursday,18,24,20.46736111111111,2189.4622640981293
casual,docked_bike,2023,Mar,Thursday,19,14,15.20595238095238,1946.505185200089
casual,docked_bike,2023,Mar,Thursday,20,10,43.916666666666664,2510.8597850963215
casual,docked_bike,2023,Mar,Thursday,21,8,20.483333333333334,2592.6849434217916
casual,docked_bike,2023,Mar,Thursday,22,7,40.957142857142856,2355.4902593893585
casual,docked_bike,2023,Mar,Thursday,23,4,14.066666666666666,1762.1958593392617
casual,docked_bike,2023,Mar,Tuesday,0,4,16.795833333333334,3761.1773981492424
casual,docked_bike,2023,Mar,Tuesday,1,2,16.333333333333332,2987.148648327622
casual,docked_bike,2023,Mar,Tuesday,2,4,15.129166666666666,2768.0596761454613
casual,docked_bike,2023,Mar,Tuesday,3,1,31.766666666666666,4073.3200919724336
casual,docked_bike,2023,Mar,Tuesday,4,1,4.633333333333334,717.4176487675078
casual,docked_bike,2023,Mar,Tuesday,6,1,25.7,335.05893411770984
casual,docked_bike,2023,Mar,Tuesday,7,3,13.205555555555556,1580.449766828172
casual,docked_bike,2023,Mar,Tuesday,8,2,33.19166666666666,2963.0693773636976
casual,docked_bike,2023,Mar,Tuesday,9,17,40.87843137254902,2362.842980221626
casual,docked_bike,2023,Mar,Tuesday,10,12,18.21388888888889,1619.7273364108848
casual,docked_bike,2023,Mar,Tuesday,11,24,58.365972222222226,3544.90429245509
casual,docked_bike,2023,Mar,Tuesday,12,19,27.99736842105263,1817.497822374745
casual,docked_bike,2023,Mar,Tuesday,13,20,33.44916666666666,1632.2910869313646
casual,docked_bike,2023,Mar,Tuesday,14,43,50.44186046511628,2311.0520657849643
casual,docked_bike,2023,Mar,Tuesday,15,34,37.88137254901961,1933.8938293257168
casual,docked_bike,2023,Mar,Tuesday,16,31,26.077956989247312,2232.934255432879
casual,docked_bike,2023,Mar,Tuesday,17,44,55.269696969696966,3125.0987985653246
casual,docked_bike,2023,Mar,Tuesday,18,20,67.85416666666667,2838.3161591344597
casual,docked_bike,2023,Mar,Tuesday,19,7,36.51904761904762,3506.7102108304034
casual,docked_bike,2023,Mar,Tuesday,20,14,20.570238095238096,1696.6400348410498
casual,docked_bike,2023,Mar,Tuesday,21,2,148.25,1629.8726791655772
casual,docked_bike,2023,Mar,Tuesday,22,10,14.753333333333334,2462.1451999775713
casual,docked_bike,2023,Mar,Tuesday,23,5,227.48333333333335,2857.8744181084767
casual,docked_bike,2023,Mar,Wednesday,0,7,14.104761904761904,1860.8158497458253
casual,docked_bike,2023,Mar,Wednesday,1,1,5.333333333333333,856.0263193278203
casual,docked_bike,2023,Mar,Wednesday,5,1,21.483333333333334,383.7593372719378
casual,docked_bike,2023,Mar,Wednesday,6,3,60.34444444444444,2022.3819202346353
casual,docked_bike,2023,Mar,Wednesday,7,5,10.093333333333334,1672.0963688801269
casual,docked_bike,2023,Mar,Wednesday,8,16,25.405208333333334,2494.2748684499256
casual,docked_bike,2023,Mar,Wednesday,9,12,42.701388888888886,1880.8198337398908
casual,docked_bike,2023,Mar,Wednesday,10,14,32.82142857142857,2772.2945885593604
casual,docked_bike,2023,Mar,Wednesday,11,40,31.2525,1824.5832551259157
casual,docked_bike,2023,Mar,Wednesday,12,45,41.80888888888889,2731.942321055083
casual,docked_bike,2023,Mar,Wednesday,13,43,34.23720930232558,2135.1616883823503
casual,docked_bike,2023,Mar,Wednesday,14,40,47.65958333333333,1967.1844713767262
casual,docked_bike,2023,Mar,Wednesday,15,49,31.512244897959185,2412.047504689117
casual,docked_bike,2023,Mar,Wednesday,16,37,34.465315315315316,2339.656605419708
casual,docked_bike,2023,Mar,Wednesday,17,65,27.95846153846154,2224.9368470338295
casual,docked_bike,2023,Mar,Wednesday,18,28,55.40654761904762,1812.8581952135485
casual,docked_bike,2023,Mar,Wednesday,19,29,23.032183908045976,2038.141658355169
casual,docked_bike,2023,Mar,Wednesday,20,6,233.0861111111111,2025.8924064747857
casual,docked_bike,2023,Mar,Wednesday,21,9,29.387037037037036,3171.83126066023
casual,docked_bike,2023,Mar,Wednesday,22,4,17.604166666666664,3156.8780787404353
casual,docked_bike,2023,Mar,Wednesday,23,4,24.3125,3897.88230019835
casual,docked_bike,2023,Apr,Friday,0,11,11.018181818181818,1943.9445916404763
casual,docked_bike,2023,Apr,Friday,1,10,63.583333333333336,2163.8863487777867
casual,docked_bike,2023,Apr,Friday,2,9,73.65,1095.6075508212919
casual,docked_bike,2023,Apr,Friday,3,2,16.741666666666667,2227.267487638123
casual,docked_bike,2023,Apr,Friday,4,2,91.59166666666667,3218.2988314301947
casual,docked_bike,2023,Apr,Friday,5,2,21.166666666666664,3302.840332793121
casual,docked_bike,2023,Apr,Friday,6,6,10.113888888888889,2133.736370179504
casual,docked_bike,2023,Apr,Friday,7,8,105.97916666666666,2161.794814294974
casual,docked_bike,2023,Apr,Friday,8,10,54.528333333333336,5212.40985534112
casual,docked_bike,2023,Apr,Friday,9,29,51.58850574712644,3084.086221006835
casual,docked_bike,2023,Apr,Friday,10,75,51.13066666666667,2985.467591020457
casual,docked_bike,2023,Apr,Friday,11,104,54.80400641025641,2945.3640030611296
casual,docked_bike,2023,Apr,Friday,12,108,48.22469135802469,2549.9750826377735
casual,docked_bike,2023,Apr,Friday,13,113,42.77890855457227,2760.811472145156
casual,docked_bike,2023,Apr,Friday,14,125,47.00333333333333,2312.8473463979703
casual,docked_bike,2023,Apr,Friday,15,122,36.6224043715847,2071.710839632027
casual,docked_bike,2023,Apr,Friday,16,139,36.92661870503597,2571.3615303279835
casual,docked_bike,2023,Apr,Friday,17,122,34.0275956284153,2894.31336405769
casual,docked_bike,2023,Apr,Friday,18,67,25.210199004975124,2406.369065597857
casual,docked_bike,2023,Apr,Friday,19,57,32.654970760233915,2442.9633613087926
casual,docked_bike,2023,Apr,Friday,20,30,33.34444444444444,2652.4394427813672
casual,docked_bike,2023,Apr,Friday,21,37,25.874324324324323,2428.19456346008
casual,docked_bike,2023,Apr,Friday,22,46,48.1268115942029,2160.5910520468287
casual,docked_bike,2023,Apr,Friday,23,27,32.68703703703704,2248.7291064647648
casual,docked_bike,2023,Apr,Monday,0,7,92.66190476190475,3389.165216166567
casual,docked_bike,2023,Apr,Monday,1,16,99.85416666666667,1060.9687859786936
casual,docked_bike,2023,Apr,Monday,2,2,19.666666666666664,840.1623069727331
casual,docked_bike,2023,Apr,Monday,3,2,16.108333333333334,3084.340426602476
casual,docked_bike,2023,Apr,Monday,4,1,9.783333333333333,2234.626921333242
casual,docked_bike,2023,Apr,Monday,6,1,4.833333333333333,541.7001124672815
casual,docked_bike,2023,Apr,Monday,7,4,10.508333333333333,1853.6552292148708
casual,docked_bike,2023,Apr,Monday,8,13,21.367948717948718,2141.478511280942
casual,docked_bike,2023,Apr,Monday,9,29,54.23735632183908,2784.188899901841
casual,docked_bike,2023,Apr,Monday,10,38,47.53421052631579,2946.7338036270257
casual,docked_bike,2023,Apr,Monday,11,28,47.11904761904762,1850.811153992564
casual,docked_bike,2023,Apr,Monday,12,57,73.8,2239.7888867387546
casual,docked_bike,2023,Apr,Monday,13,55,37.67363636363636,2959.75572353061
casual,docked_bike,2023,Apr,Monday,14,46,33.40905797101449,2596.515829414658
casual,docked_bike,2023,Apr,Monday,15,49,58.39455782312925,2346.556815798858
casual,docked_bike,2023,Apr,Monday,16,36,22.877777777777776,2874.2430496480574
casual,docked_bike,2023,Apr,Monday,17,55,54.24212121212121,3189.795933704627
casual,docked_bike,2023,Apr,Monday,18,29,23.864942528735632,2097.5187648140786
casual,docked_bike,2023,Apr,Monday,19,20,33.245,2283.5397874346218
casual,docked_bike,2023,Apr,Monday,20,12,104.2236111111111,1261.880265503472
casual,docked_bike,2023,Apr,Monday,21,14,29.40357142857143,4027.3555294366515
casual,docked_bike,2023,Apr,Monday,22,2,13.508333333333335,2172.0952767584195
casual,docked_bike,2023,Apr,Monday,23,5,136.26666666666668,1252.0782042798337
casual,docked_bike,2023,Apr,Saturday,0,30,62.218333333333334,1435.6767555136062
casual,docked_bike,2023,Apr,Saturday,1,17,71.59117647058824,2578.2252471460565
casual,docked_bike,2023,Apr,Saturday,2,17,65.02254901960784,2082.6389661825974
casual,docked_bike,2023,Apr,Saturday,3,6,168.34722222222223,1848.474707074583
casual,docked_bike,2023,Apr,Saturday,4,5,166.70666666666668,2528.6878636867195
casual,docked_bike,2023,Apr,Saturday,5,3,12.522222222222222,1524.3338581994894
casual,docked_bike,2023,Apr,Saturday,6,5,26.43,1789.0550529948196
casual,docked_bike,2023,Apr,Saturday,7,7,45.11666666666667,2901.946727778316
casual,docked_bike,2023,Apr,Saturday,8,27,27.535185185185185,2983.1768912411007
casual,docked_bike,2023,Apr,Saturday,9,41,34.7869918699187,2584.3324807092617
casual,docked_bike,2023,Apr,Saturday,10,113,49.17286135693215,3410.1635511488494
casual,docked_bike,2023,Apr,Saturday,11,132,43.52462121212121,3044.059822400586
casual,docked_bike,2023,Apr,Saturday,12,146,42.83139269406393,2914.604619641282
casual,docked_bike,2023,Apr,Saturday,13,153,52.58888888888889,3319.2020275059526
casual,docked_bike,2023,Apr,Saturday,14,177,51.93813559322034,2976.3751094264167
casual,docked_bike,2023,Apr,Saturday,15,173,52.50895953757225,2875.1760836005783
casual,docked_bike,2023,Apr,Saturday,16,195,59.237435897435894,3150.73108473522
